0	-134.87	d2oi8a1 a.4.1.9 (A:8-86) Putative regulatory protein Sco4313 {Streptomyces coelicolor [TaxId: 1902]}
0	-159.94	d1v3fa_ a.4.5.31 (A:) Pleckstrin 2 {Mouse (Mus musculus) [TaxId: 10090]}
0	-145.35	d1dn1b_ a.47.2.1 (B:) Syntaxin 1A N-terminal domain {Rat (Rattus norvegicus) [TaxId: 10116]}
0	-158.77	d1i2ta_ a.144.1.1 (A:) hyperplastic discs protein {Human (Homo sapiens) [TaxId: 9606]}
0	-157.72	d3bzka1 a.60.2.6 (A:474-563) Transcriptional accessory factor Tex {Pseudomonas aeruginosa [TaxId: 287]}
0	-148.21	d1uuja_ a.221.1.1 (A:) Lissencephaly-1 protein (Lis-1, PAF-AH alpha) N-terminal domain {Mouse (Mus musculus) [TaxId: 10090]}
0	-157.56	d2pq7a1 a.211.1.1 (A:1-217) Predicted hydrolase mes0020 {Uncultured thermotogales bacterium [TaxId: 221214]}
0	-146.19	d1re9a_ a.104.1.1 (A:) Cytochrome P450-CAM {Pseudomonas putida [TaxId: 303]}
0	-143.79	d1ibrb_ a.118.1.1 (B:) Importin beta {Human (Homo sapiens) [TaxId: 9606]}
0	-143.79	d1qgra_ a.118.1.1 (A:) Importin beta {Human (Homo sapiens) [TaxId: 9606]}
0	-156.98	d1te4a_ a.118.1.16 (A:) MTH187 {Archaeon Methanobacterium thermoautotrophicum [TaxId: 145262]}
0	-157.32	d3ejna1 a.118.8.6 (A:32-490) Uncharacterized protein BF3025 {Bacteroides fragilis [TaxId: 817]}
0	-158.87	d1xapa_ a.123.1.1 (A:) Retinoic acid receptor beta (RAR-beta) {Human (Homo sapiens) [TaxId: 9606]}
0	-156.73	d1zeea1 a.266.1.2 (A:6-392) Hypothetical protein SO4414 {Shewanella oneidensis [TaxId: 70863]}
0	-165.27	d1etza1 b.1.1.1 (A:1-110) Immunoglobulin light chain lambda variable domain, VL-lambda {Mouse (Mus musculus) [TaxId: 10090]}
0	-142.73	d1za6b1 b.1.1.1 (B:2-115) Immunoglobulin heavy chain variable domain, VH {Mouse (Mus musculus), cluster 3.2 [TaxId: 10090]}
0	-163.99	d1p4bh_ b.1.1.1 (H:) Immunoglobulin heavy chain variable domain, VH {Mouse (Mus musculus), cluster 5 [TaxId: 10090]}
0	-163.29	d1fo0b_ b.1.1.1 (B:) T-cell antigen receptor {Mouse (Mus musculus), beta-chain [TaxId: 10090]}
0	-163.29	d1kj2b_ b.1.1.1 (B:) T-cell antigen receptor {Mouse (Mus musculus), beta-chain [TaxId: 10090]}
0	-144.35	d2i32a1 b.1.22.1 (A:1-154) Anti-silencing protein 1, ASF1 {Human (Homo sapiens) [TaxId: 9606]}
0	-115.14	d1iuza_ b.6.1.1 (A:) Plastocyanin {Ulva pertusa, a sea lettuce [TaxId: 3120]}
0	-128.09	d7pcya_ b.6.1.1 (A:) Plastocyanin {Green alga (Enteromorpha prolifera) [TaxId: 3117]}
0	-149.15	d1ndsa2 b.6.1.3 (A:167-340) Nitrite reductase, NIR {Alcaligenes xylosoxidans [TaxId: 85698]}
0	-157.54	d1e8ya2 b.7.1.1 (A:357-522) Phoshoinositide 3-kinase (PI3K) {Human (Homo sapiens) [TaxId: 9606]}
0	-137.23	d2gycn1 b.34.5.6 (N:1-114) Ribosomal protein L19 {Escherichia coli [TaxId: 562]}
0	-156.88	d1be9a_ b.36.1.1 (A:) Synaptic protein PSD-95 {Rat (Rattus norvegicus) [TaxId: 10116]}
0	-156.88	d1tp5a1 b.36.1.1 (A:302-403) Synaptic protein PSD-95 {Rat (Rattus norvegicus) [TaxId: 10116]}
0	-156.90	d1vb7a_ b.36.1.1 (A:) PDZ-LIM protein mystique {Mouse (Mus musculus) [TaxId: 10090]}
0	-154.77	d2asba1 b.40.4.5 (A:108-183) S1 domain of NusA {Mycobacterium tuberculosis [TaxId: 1773]}
0	-163.37	d2p5zx3 b.106.1.1 (X:202-377) Hypothetical protein c3393 {Escherichia coli o6 [TaxId: 217992]}
0	-148.23	d1gdna_ b.47.1.2 (A:) Trypsin(ogen) {Mold (Fusarium oxysporum) [TaxId: 5507]}
0	-154.24	g1lya.1 b.50.1.2 (A:,B:) Cathepsin D {Human (Homo sapiens) [TaxId: 9606]}
0	-159.80	d1o6ea_ b.57.1.1 (A:) Epstein-Barr virus protease {Human herpesvirus 4 [TaxId: 10376]}
0	-165.03	d1jv2a4 b.69.8.1 (A:1-438) Integrin alpha N-terminal domain {Human (Homo sapiens), isoform V [TaxId: 9606]}
0	-165.16	d1o88a_ b.80.1.1 (A:) Pectate lyase {Erwinia chrysanthemi, type C [TaxId: 556]}
0	-159.95	d1rwra_ b.80.1.11 (A:) Filamentous hemagglutinin FhaB, secretion domain {Bordetella pertussis [TaxId: 520]}
0	-163.38	d1krra_ b.81.1.3 (A:) Galactoside acetyltransferase {Escherichia coli [TaxId: 562]}
0	-158.66	d2paja1 b.92.1.4 (A:10-69,A:406-484) Hypothetical protein GOS_1943094 {Environmental samples}
0	-148.65	d1tv5a1 c.1.4.1 (A:158-566) Dihydroorotate dehydrogenase {Plasmodium falciparum [TaxId: 5833]}
0	-131.79	d1tb3a1 c.1.4.1 (A:1-349) Hydroxyacid oxidase {Rat (Rattus norvegicus) [TaxId: 10116]}
0	-132.90	d1bd0a2 c.1.6.1 (A:12-244) Alanine racemase {Bacillus stearothermophilus [TaxId: 1422]}
0	-156.83	d1v08a_ c.1.8.4 (A:) Plant beta-glucosidase (myrosinase) {Maize (Zea mays), zmglu1 [TaxId: 4577]}
0	-141.66	d1i0da_ c.1.9.3 (A:) Phosphotriesterase (parathion hydrolase, PTE) {Pseudomonas diminuta [TaxId: 293]}
0	-155.37	d2d2ja1 c.1.9.3 (A:33-361) Phosphotriesterase (parathion hydrolase, PTE) {Agrobacterium tumefaciens [TaxId: 358]}
0	-132.06	d2q09a2 c.1.9.17 (A:66-366) Probable 4-imidazolone-5-propanoate amidohydrolase GOS_1928421 {Environmental samples}
0	-165.69	d1l6wa_ c.1.10.1 (A:) Decameric fructose-6-phosphate aldolase/transaldolase {Escherichia coli [TaxId: 562]}
0	-162.40	d1h7na_ c.1.10.3 (A:) 5-aminolaevulinate dehydratase, ALAD (porphobilinogen synthase) {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
0	-142.42	d1svda1 c.1.14.1 (A:143-460) Ribulose 1,5-bisphosphate carboxylase-oxygenase {Archaeon Halothiobacillus neapolitanus [TaxId: 927]}
0	-154.16	d2ew8a1 c.2.1.2 (A:3-249) (s)-1-phenylethanol dehydrogenase {Azoarcus sp. ebn1 [TaxId: 76114]}
0	-156.55	d2gz1a1 c.2.1.3 (A:2-127,A:330-357) Aspartate beta-semialdehyde dehydrogenase {Streptococcus pneumoniae [TaxId: 1313]}
0	-150.57	d1a77a2 c.120.1.2 (A:2-208) Flap endonuclease-1 (Fen-1 nuclease) {Archaeon Methanococcus jannaschii [TaxId: 2190]}
0	-154.46	d1mc8a2 c.120.1.2 (A:2-220) Flap endonuclease-1 (Fen-1 nuclease) {Archaeon Pyrococcus horikoshii [TaxId: 53953]}
0	-153.29	d1efpa2 c.31.1.2 (A:185-308) C-terminal domain of the electron transfer flavoprotein alpha subunit {Paracoccus denitrificans [TaxId: 266]}
0	-154.29	d1yc5a1 c.31.1.5 (A:1-245) NAD-dependent deacetylase NpdA {Thermotoga maritima [TaxId: 2336]}
0	-159.24	d1hi9a_ c.99.1.1 (A:) Zn-dependent D-aminopeptidase DppA {Bacillus subtilis [TaxId: 1423]}
0	-163.08	d1efca3 c.37.1.8 (A:8-204) Elongation factor Tu (EF-Tu), N-terminal (G) domain {Escherichia coli [TaxId: 562]}
0	-133.47	d2g9na1 c.37.1.19 (A:21-238) Initiation factor 4a {Human (Homo sapiens) [TaxId: 9606]}
0	-160.60	d1odka_ c.56.2.1 (A:) Purine nucleoside phosphorylase, PNP {Thermus thermophilus [TaxId: 274]}
0	-164.98	d1ixka_ c.66.1.38 (A:) Hypothetical methyltransferase PH1374 {Archaeon Pyrococcus horikoshii [TaxId: 53953]}
0	-156.13	d2nxca1 c.66.1.39 (A:1-254) PrmA-like protein TTHA0656 (TT0836) {Thermus thermophilus [TaxId: 274]}
0	-165.62	d1c7ga_ c.67.1.2 (A:) Tyrosine phenol-lyase {Erwinia herbicola [TaxId: 549]}
0	-161.92	d1ibja_ c.67.1.3 (A:) Cystathionine beta-lyase, CBL {Thale cress (Arabidopsis thaliana) [TaxId: 3702]}
0	-156.16	d2z67a1 c.67.1.9 (A:1-434) Selenocysteinyl-tRNA synthase (SepSecS) {Methanococcus maripaludis [TaxId: 39152]}
0	-152.91	d1ju3a2 c.69.1.21 (A:5-351) Bacterial cocaine esterase N-terminal domain {Rhodococcus sp. mb1 [TaxId: 51612]}
0	-159.80	d1q0ra_ c.69.1.28 (A:) Aclacinomycin methylesterase RdmC {Streptomyces purpurascens [TaxId: 1924]}
0	-165.68	d1mo2a_ c.69.1.22 (A:) Erythromycin polyketide synthase {Saccharopolyspora erythraea [TaxId: 1836]}
0	-127.22	d1auka_ c.76.1.2 (A:) Arylsulfatase A {Human (Homo sapiens) [TaxId: 9606]}
0	-163.40	d1cnza_ c.77.1.1 (A:) 3-isopropylmalate dehydrogenase, IPMDH {Salmonella typhimurium [TaxId: 90371]}
0	-163.40	d1cm7a_ c.77.1.1 (A:) 3-isopropylmalate dehydrogenase, IPMDH {Escherichia coli [TaxId: 562]}
0	-154.11	d1ekxa1 c.78.1.1 (A:1-150) Aspartate carbamoyltransferase catalytic subunit {Escherichia coli [TaxId: 562]}
0	-154.79	d1tuga1 c.78.1.1 (A:1-150,A:151-310) Aspartate carbamoyltransferase catalytic subunit {Escherichia coli [TaxId: 562]}
0	-164.06	d1dtza2 c.94.1.2 (A:334-689) Lactoferrin {Arabian camel (Camelus dromedarius) [TaxId: 9838]}
0	-148.68	d1dota1 c.94.1.2 (A:1-334) Ovotransferrin {Duck (Anas platyrhynchos) [TaxId: 8839]}
0	-149.26	d1qsaa2 d.2.1.6 (A:451-618) 70 kDa soluble lytic transglycosylase, SLT70 {Escherichia coli [TaxId: 562]}
0	-152.12	d1nbfa_ d.3.1.9 (A:) Ubiquitin carboxyl-terminal hydrolase 7 (USP7, HAUSP) {Human (Homo sapiens) [TaxId: 9606]}
0	-134.65	d2h85a2 d.294.1.2 (A:191-345) Nsp15, C-terminal domain {SARS coronavirus [TaxId: 227859]}
0	-146.65	d2ozka2 d.294.1.2 (A:191-332) Nsp15, C-terminal domain {SARS coronavirus [TaxId: 227859]}
0	-148.39	d1vi7a1 d.14.1.11 (A:3-137) Hypothetical protein YigZ, N-terminal domain {Escherichia coli [TaxId: 562]}
0	-163.41	d1z3da1 d.20.1.1 (A:2-150) Ubiquitin conjugating enzyme, UBC {Nematode (Caenorhabditis elegans), E2-21.5 kDa [TaxId: 6239]}
0	-164.05	d1qpoa2 d.41.2.1 (A:2-116) Quinolinic acid phosphoribosyltransferase (Nicotinate-nucleotide pyrophosphorylase, NadC), N-terminal domain {Mycobacterium tuberculosis [TaxId: 1773]}
0	211.11	d2al1a2 d.54.1.1 (A:1-141) Enolase {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
0	192.49	d1pdza2 d.54.1.1 (A:1-139) Enolase {European lobster (Homarus vulgaris) [TaxId: 6707]}
0	228.27	d1iyxa2 d.54.1.1 (A:1-136) Enolase {Enterococcus hirae [TaxId: 1354]}
0	209.88	d2fyma2 d.54.1.1 (A:1-139) Enolase {Escherichia coli [TaxId: 562]}
0	238.83	d2akza2 d.54.1.1 (A:1-139) Enolase {Human (Homo sapiens), gamma isoform [TaxId: 9606]}
0	-155.47	d2akza2 d.54.1.1 (A:1-139) Enolase {Human (Homo sapiens), gamma isoform [TaxId: 9606]}
0	204.78	d1w6ta2 d.54.1.1 (A:1-137) Enolase {Streptococcus pneumoniae [TaxId: 1313]}
0	209.80	d2ptza2 d.54.1.1 (A:0-138) Enolase {Trypanosoma brucei [TaxId: 5691]}
0	-135.34	d1no8a_ d.58.7.1 (A:) Nuclear factor Aly {Mouse (Mus musculus) [TaxId: 10090]}
0	-165.41	d1whxa_ d.58.7.1 (A:) Probable RNA-binding protein 19, Rbm19 {Mouse (Mus musculus) [TaxId: 10090]}
0	-152.55	d1ghea_ d.108.1.1 (A:) Tabtoxin resistance protein {Pseudomonas syringae [TaxId: 317]}
0	-157.20	d1vetb_ d.110.7.1 (B:) Late endosomal/lysosomal Mp1 interacting protein p14 {Mouse (Mus musculus) [TaxId: 10090]}
0	-143.58	d1r53a_ d.258.1.1 (A:) Chorismate synthase, AroC {Baker's yeast (Saccharomyces cerevisiae) [TaxId: 4932]}
0	-143.54	d1a9xa5 d.142.1.2 (A:128-402) Carbamoyl phosphate synthetase (CPS), large subunit ATP-binding domains {Escherichia coli [TaxId: 562]}
0	-103.93	d1a9xa6 d.142.1.2 (A:677-935) Carbamoyl phosphate synthetase (CPS), large subunit ATP-binding domains {Escherichia coli [TaxId: 562]}
0	-163.76	d1p4oa_ d.144.1.7 (A:) Insulin-like growth factor 1 receptor {Human (Homo sapiens) [TaxId: 9606]}
0	-131.02	d1jl0a_ d.156.1.1 (A:) S-adenosylmethionine decarboxylase {Human (Homo sapiens) [TaxId: 9606]}
0	-155.22	d1mswd_ e.8.1.3 (D:) T7 RNA polymerase {Bacteriophage T7 [TaxId: 10760]}
0	-159.70	d2pgga1 e.8.1.4 (A:31-804) Viral RNA polymerase {Avian infectious bursal disease virus [TaxId: 10995]}
0	-161.71	d1jqka_ e.26.1.2 (A:) Ni-containing carbon monoxide dehydrogenase {Rhodospirillum rubrum [TaxId: 1085]}
0	-164.56	d1dlca3 f.1.3.1 (A:61-289) delta-Endotoxin (insectocide), N-terminal domain {Bacillus thuringiensis tenebrionis, CRYIIIA (BT13) [TaxId: 1444]}
0	-157.59	d1osma_ f.4.3.1 (A:) Porin {Klebsiella pneumoniae [TaxId: 573]}
0	-133.75	d1ek9a_ f.5.1.1 (A:) Integral outer membrane protein TolC, efflux pump component {Escherichia coli [TaxId: 562]}
1	-20.21	d1ctja_ a.3.1.1 (A:) Cytochrome c6 (synonym: cytochrome c553) {Monoraphidium braunii [TaxId: 34112]}
1	8.94	d1o82a_ a.64.2.1 (A:) Bacteriocin AS-48 {Enterococcus faecalis [TaxId: 1351]}
1	-17.84	d1x04a1 a.238.1.1 (A:26-225) Endophilin-1 {Human (Homo sapiens) [TaxId: 9606]}
1	-17.84	d2d4ca1 a.238.1.1 (A:11-247) Endophilin-1 {Human (Homo sapiens) [TaxId: 9606]}
